Student_ID,Age,Gender,Department,City,Study_Hours,Attendance,Assignments_Completed,Internships,Aptitude_Score,CGPA,Placement_Status,Expected_Salary
STU02253,23,Male,ECE,Hyderabad,4.8,99.1,19,4,60,8.1,1,1066935.28
STU02254,18,Female,CSE,Hyderabad,9.0,99.6,6,4,78,9.06,1,1186744.22
STU02255,27,Female,AI&DS,Delhi,1.1,75.4,6,2,45,7.5,0,958027.63
STU02256,26,Male,EE,Delhi,2.5,85.9,9,2,39,7.79,0,965548.56
STU02257,22,Female,AI&DS,Delhi,5.0,78.0,18,2,41,8.84,0,1021083.94
STU02258,20,Female,EE,Pune,6.9,69.7,0,4,62,9.3,1,1205913.92
STU02259,29,Male,CSE,Hyderabad,6.9,79.7,5,2,98,8.88,1,1241663.76
STU02260,21,Female,ME,Pune,2.4,68.7,1,3,95,7.45,0,1098709.39
STU02261,28,Female,CE,Pune,5.5,50.9,12,2,71,8.18,1,1039281.09
STU02262,23,Female,CE,Bangalore,2.3,61.6,20,1,40,7.66,0,890037.72
STU02263,20,Female,CE,Pune,9.3,85.0,15,2,98,9.66,1,1313336.8
STU02264,28,Female,ME,Mumbai,9.0,96.4,13,3,71,10.04,1,1275103.05
STU02265,23,Female,ME,Hyderabad,3.0,80.7,11,2,39,8.09,0,992064.97
STU02266,27,Female,ECE,Raipur,4.8,96.8,0,0,56,7.9,0,950431.68
STU02267,19,Male,EE,Bangalore,7.8,66.4,15,5,49,8.5,0,1080078.19
STU02268,27,Male,EE,Raipur,2.5,69.1,17,0,96,7.43,0,1025989.39
STU02269,30,Female,CE,Pune,2.8,95.5,17,0,39,8.15,0,902364.39
STU02270,24,Female,CSE,Hyderabad,9.9,74.3,11,2,63,8.9,1,1139075.12
STU02271,24,Female,CE,Hyderabad,5.4,63.4,12,5,47,8.36,0,1039607.78
STU02272,19,Female,AI&DS,Raipur,2.0,84.5,16,2,82,7.4,0,1050653.74
STU02273,20,Female,CE,Delhi,9.8,94.0,11,2,57,9.72,0,1184689.54
STU02274,19,Female,AI&DS,Pune,9.2,69.3,13,2,57,9.69,0,1133278.05
STU02275,18,Male,CE,Hyderabad,5.0,80.5,0,3,73,7.64,1,1083327.66
STU02276,19,Male,AI&DS,Raipur,5.1,68.7,2,1,65,7.48,0,997746.54
STU02277,24,Female,ME,Pune,9.3,81.0,5,4,61,9.57,1,1213009.28
STU02278,23,Male,AI&DS,Mumbai,4.4,66.0,1,3,32,7.65,0,913299.24
STU02279,21,Male,AI&DS,Raipur,9.9,71.6,15,5,93,9.02,1,1311582.34
STU02280,27,Male,EE,Hyderabad,3.4,80.6,1,3,81,8.63,1,1177793.36
STU02281,25,Female,CE,Mumbai,5.2,99.7,1,0,45,9.01,0,1020144.9
STU02282,21,Female,ME,Mumbai,7.0,90.9,8,5,98,9.29,1,1279494.88
STU02283,19,Male,CE,Bangalore,3.0,63.5,20,3,69,6.82,0,980996.72
STU02284,23,Female,ME,Bangalore,2.4,93.0,17,2,77,7.52,1,984365.29
STU02285,27,Female,AI&DS,Bangalore,3.7,74.4,16,0,82,7.26,0,942338.4
STU02286,19,Female,AI&DS,Bangalore,8.0,70.5,7,1,68,8.47,1,1036658.3
STU02287,19,Female,CSE,Hyderabad,3.3,99.0,18,3,61,9.01,1,1091248.56
STU02288,29,Male,CSE,Raipur,3.0,96.9,11,5,81,7.7,1,1130147.95
STU02289,25,Female,CE,Raipur,4.1,83.9,1,0,86,8.1,1,1100011.72
STU02290,25,Female,CE,Delhi,5.9,85.0,5,4,70,8.48,1,1098186.68
STU02291,28,Female,ECE,Mumbai,5.9,89.6,18,3,86,8.56,1,1142798.67
STU02292,28,Female,CSE,Delhi,8.2,85.2,19,3,35,9.19,0,1060645.46
STU02293,21,Female,ECE,Pune,8.2,91.0,6,4,30,8.79,0,1012156.15
STU02294,28,Male,AI&DS,Mumbai,3.8,80.7,13,3,58,7.72,0,1037826.75
STU02295,26,Female,EE,Hyderabad,9.7,59.8,0,5,36,10.03,0,1202754.44
STU02296,20,Female,AI&DS,Raipur,4.5,51.3,5,2,53,8.17,0,1029538.85
STU02297,20,Male,ECE,Raipur,9.0,93.2,16,3,84,10.27,1,1258968.62
STU02298,22,Male,EE,Hyderabad,6.6,58.3,5,3,40,8.94,0,1068758.09
STU02299,22,Male,EE,Bangalore,4.5,87.9,10,3,63,8.54,1,1074484.84
STU02300,23,Female,CSE,Delhi,3.5,96.2,3,4,42,8.87,0,1104353.26
STU02301,24,Male,AI&DS,Hyderabad,9.3,59.4,0,5,73,8.69,1,1159807.75
STU02302,21,Male,EE,Pune,5.0,97.6,13,4,68,9.25,1,1197705.78
STU02303,28,Male,CSE,Delhi,2.2,51.4,2,2,96,6.47,0,979893.41
STU02304,25,Female,ME,Raipur,2.5,60.4,12,0,55,6.04,0,796368.33
STU02305,29,Female,CSE,Pune,6.2,99.6,15,3,43,9.75,0,1107723.83
STU02306,24,Female,CE,Raipur,6.9,84.5,2,5,83,8.66,1,1176180.91
STU02307,28,Female,ME,Mumbai,3.7,75.1,18,1,35,7.14,0,883911.02
STU02308,27,Male,ME,Mumbai,4.9,64.9,18,4,40,7.97,0,989890.13
STU02309,30,Male,AI&DS,Hyderabad,8.2,51.7,18,5,92,9.07,1,1249546.81
STU02310,25,Female,ME,Raipur,7.1,56.2,2,5,77,8.74,1,1165184.1
STU02311,25,Female,ECE,Pune,3.5,55.9,10,1,38,7.3,0,886761.63
STU02312,30,Male,ECE,Hyderabad,1.0,58.7,13,4,33,7.1,0,918004.41
STU02313,21,Male,ME,Mumbai,2.8,99.7,17,1,94,8.37,1,1095812.41
STU02314,25,Female,CSE,Raipur,3.2,90.2,2,3,69,7.79,1,1030572.12
STU02315,20,Female,CE,Hyderabad,7.6,65.2,2,1,99,7.95,1,1066678.06
STU02316,18,Male,CSE,Mumbai,9.4,66.9,19,3,42,9.13,0,1080694.42
STU02317,24,Male,ME,Mumbai,5.5,95.4,18,2,39,,0,997207.61
STU02318,26,Female,ME,Pune,8.3,88.0,20,4,71,8.97,1,1175421.8
STU02319,25,Female,AI&DS,Bangalore,8.8,71.8,1,0,79,8.28,1,1030416.4
STU02320,28,Female,EE,Pune,8.6,92.1,20,3,60,8.71,1,1074379.83
STU02321,22,Female,AI&DS,Delhi,10.0,,0,2,99,8.79,1,1203532.93
STU02322,19,Female,CE,Bangalore,5.9,99.5,12,0,73,9.02,1,1056819.79
STU02323,22,Female,EE,Mumbai,8.2,70.7,3,0,43,7.75,0,944336.32
STU02324,28,Male,EE,Hyderabad,7.7,70.9,14,1,95,8.6,1,1143591.68
STU02325,23,Female,AI&DS,Pune,3.4,99.4,0,1,31,8.16,0,896582.11
STU02326,18,Male,CE,Delhi,8.6,68.9,18,5,53,9.95,0,1275385.78
STU02327,24,Male,CE,Hyderabad,8.0,73.8,19,3,86,,1,1240903.29
STU02328,24,Male,CSE,Pune,2.3,61.1,14,4,53,8.0,0,1079789.71
STU02329,30,Male,EE,Delhi,3.1,,4,4,83,7.21,0,1091868.89
STU02330,20,Male,ME,Bangalore,3.1,84.2,7,0,48,7.0,0,862938.66
STU02331,18,Male,ECE,Mumbai,8.5,,12,4,63,10.01,1,1257805.09
STU02332,25,Male,CSE,Pune,5.8,69.6,4,4,69,7.79,1,1080784.83
STU02333,22,Male,EE,Delhi,3.3,94.3,17,2,66,8.06,1,1070787.24
STU02334,23,Male,EE,Mumbai,4.2,65.6,4,4,30,7.68,0,1001842.65
STU02335,30,Male,ECE,Bangalore,1.3,77.9,13,4,97,7.7,1,1151663.01
STU02336,27,Female,CE,Pune,9.6,58.4,7,0,91,7.82,1,1088533.35
STU02337,24,Female,ECE,Bangalore,9.3,97.6,18,5,46,10.09,0,1217397.53
STU02338,19,Female,EE,Mumbai,3.3,57.9,9,4,76,8.06,1,1090168.11
STU02339,19,Male,CE,Pune,4.8,61.7,5,4,94,7.24,0,1061648.91
STU02340,22,Female,EE,Mumbai,4.0,,0,1,50,7.6,0,948608.36
STU02341,23,Female,ME,Pune,9.5,53.3,8,4,93,9.23,1,1283254.85
STU02342,20,Male,CSE,Delhi,8.9,66.0,0,0,75,8.02,1,1034694.59
STU02343,29,Female,CE,Pune,4.6,74.1,10,2,99,8.62,1,1217100.94
STU02344,20,Female,EE,Pune,9.1,,6,3,98,9.74,1,1249246.57
STU02345,27,Female,CSE,Raipur,2.4,56.7,15,0,64,7.12,0,914752.5
STU02346,23,Male,CSE,Raipur,1.4,55.3,13,3,91,7.18,0,1025170.88
STU02347,26,Female,CE,Bangalore,2.4,86.2,11,1,60,7.04,0,883139.46
STU02348,21,Female,CSE,Raipur,7.8,79.3,16,1,43,8.44,0,1025666.65
STU02349,24,Female,ME,Mumbai,8.6,,20,3,40,9.05,0,1035487.37
STU02350,29,Female,ECE,Mumbai,8.7,99.7,9,1,68,9.42,1,1129374.4
STU02351,27,Female,AI&DS,Pune,1.7,96.3,7,5,38,7.59,0,1011513.53
STU02352,21,Female,EE,Hyderabad,7.8,82.3,14,3,51,9.66,0,1126588.3
STU02353,25,Male,CE,Bangalore,5.7,58.2,12,2,90,7.27,0,1092000.36
STU02354,28,Female,ME,Hyderabad,1.4,,18,0,58,6.14,0,818594.1
STU02355,24,Female,ME,Delhi,9.6,81.3,1,4,66,8.84,1,1111781.55
STU02356,22,Male,CSE,Hyderabad,8.9,,4,1,76,8.4,1,1040378.97
STU02357,30,Male,ME,Delhi,1.8,97.9,20,0,42,7.69,0,856030.85
STU02358,20,Male,CE,Mumbai,4.6,,8,3,72,,1,1159165.84
STU02359,20,Male,AI&DS,Mumbai,9.3,89.9,6,2,97,10.2,1,1284289.74
STU02360,27,Male,ME,Delhi,4.8,70.8,15,3,40,8.84,0,1027119.63
STU02361,29,Male,AI&DS,Bangalore,3.7,86.4,7,3,71,7.32,0,1045570.29
STU02362,18,Female,EE,Mumbai,4.9,92.1,13,0,69,7.75,1,972161.01
STU02363,28,Male,AI&DS,Pune,9.4,85.7,9,1,61,8.61,1,1058724.32
STU02364,25,Male,EE,Mumbai,9.6,90.6,8,4,58,10.01,0,1205377.7
STU02365,21,Male,ECE,Hyderabad,7.7,83.6,5,5,74,8.83,1,1200280.99
STU02366,19,Male,ECE,Pune,9.0,62.3,15,1,65,8.39,1,1054107.13
STU02367,22,Female,ECE,Raipur,1.9,58.9,9,3,62,6.34,0,925205.69
STU02368,21,Female,AI&DS,Raipur,3.1,52.2,2,3,36,6.67,0,898749.94
STU02369,23,Female,EE,Pune,9.5,66.2,15,0,64,8.91,1,1074626.44
STU02370,22,Male,ME,Hyderabad,1.6,79.7,5,2,77,7.86,1,1022959.59
STU02371,19,Female,CSE,Hyderabad,6.3,92.2,11,0,74,8.76,1,1045121.38
STU02372,29,Male,ECE,Hyderabad,8.9,55.5,15,2,75,8.63,1,1077527.65
STU02373,28,Male,AI&DS,Bangalore,6.8,99.0,13,1,32,9.37,0,1013658.33
STU02374,26,Male,EE,Raipur,6.9,,13,1,70,8.18,1,1076800.08
STU02375,22,Female,CSE,Mumbai,2.4,65.7,17,5,79,7.67,1,1111449.94
STU02376,21,Female,ME,Bangalore,7.2,,13,0,94,,1,1079346.19
STU02377,19,Male,CSE,Mumbai,8.6,86.6,19,1,92,9.56,1,1218244.5
STU02378,30,Female,CSE,Hyderabad,9.8,69.5,3,3,61,9.38,1,1119788.17
STU02379,28,Male,ME,Pune,4.2,71.0,19,0,74,7.67,1,1001683.84
STU02380,20,Female,ME,Delhi,5.7,50.6,4,5,92,7.64,1,1112377.76
STU02381,28,Male,CSE,Pune,2.7,60.5,13,2,32,7.13,0,838727.61
STU02382,27,Male,ME,Pune,5.0,94.2,19,4,77,8.1,1,1104530.32
STU02383,19,Female,ME,Raipur,3.3,74.0,18,0,85,7.11,0,975310.22
STU02384,19,Male,CE,Raipur,4.8,67.7,1,2,76,8.37,1,1068322.82
STU02385,28,Male,ECE,Pune,6.9,60.5,4,0,34,7.35,0,842925.6
STU02386,29,Male,ME,Raipur,5.3,89.7,0,5,55,8.23,0,1097912.91
STU02387,23,Female,EE,Mumbai,3.5,74.0,4,0,43,6.78,0,837878.64
STU02388,18,Male,CE,Pune,6.9,,9,4,34,9.33,0,1122837.58
STU02389,24,Female,ECE,Hyderabad,6.7,61.8,16,3,47,8.06,0,970539.67
STU02390,21,Male,CSE,Pune,8.0,53.0,0,4,40,8.33,0,1017687.13
STU02391,29,Female,AI&DS,Delhi,9.8,63.9,14,4,82,9.03,1,1195546.99
STU02392,23,Male,ECE,Delhi,1.9,80.3,12,1,48,6.97,0,871834.16
STU02393,21,Male,ECE,Mumbai,1.3,61.2,9,0,77,6.36,0,886609.78
STU02394,19,Male,EE,Raipur,6.9,75.9,1,2,43,9.22,0,1101684.06
STU02395,24,Female,ME,Bangalore,4.6,52.2,17,0,53,6.74,0,810908.97
STU02396,27,Female,EE,Mumbai,1.3,77.8,6,3,40,7.05,0,906363.53
STU02397,20,Male,ME,Delhi,1.1,58.0,8,5,49,6.79,0,969621.98
STU02398,25,Male,EE,Raipur,1.7,68.3,7,0,44,7.45,0,831156.62
STU02399,27,Male,CSE,Hyderabad,7.9,83.5,13,0,79,7.98,1,1001769.43
STU02400,30,Male,EE,Raipur,8.2,56.3,10,3,48,9.25,0,1131628.11
STU02401,18,Male,EE,Raipur,3.0,53.9,2,1,38,7.0,0,810086.43
STU02402,23,Female,ME,Raipur,9.3,84.9,7,1,70,,1,1130693.43
STU02403,26,Male,CSE,Raipur,4.3,50.1,8,0,79,7.0,0,926591.22
STU02404,21,Female,CE,Mumbai,1.9,90.5,11,3,64,7.44,0,974714.33
STU02405,30,Female,CSE,Hyderabad,1.5,86.3,0,1,57,7.82,0,1015335.91
STU02406,21,Male,ME,Raipur,3.2,55.3,7,3,66,6.7,0,990582.03
STU02407,21,Female,ECE,Raipur,2.5,88.0,14,2,59,8.39,0,1068482.31
STU02408,28,Male,ME,Raipur,8.5,54.1,17,4,81,9.04,1,1195732.27
STU02409,24,Female,AI&DS,Bangalore,9.4,51.1,8,3,67,9.54,1,1179200.57
STU02410,27,Male,CSE,Raipur,8.3,79.5,16,2,96,8.28,1,1101611.7
STU02411,25,Female,CE,Delhi,8.2,50.2,2,3,92,9.22,1,1265121.9
STU02412,30,Female,CSE,Raipur,2.8,99.5,1,3,97,7.51,1,1159957.74
STU02413,22,Female,ME,Mumbai,6.5,58.5,2,2,66,7.76,1,1063281.32
STU02414,21,Male,ME,Bangalore,3.1,83.3,16,2,82,8.52,1,1170161.78
STU02415,18,Male,ME,Bangalore,8.4,86.3,11,1,30,9.58,0,1057113.13
STU02416,24,Male,ME,Delhi,9.8,60.7,12,5,44,10.15,0,1230342.36
STU02417,27,Female,CE,Pune,8.8,88.2,4,2,94,9.26,1,1245077.44
STU02418,23,Male,ECE,Mumbai,9.7,62.2,19,1,91,9.07,1,1162402.03
STU02419,27,Male,ME,Delhi,2.8,,15,4,79,7.33,0,1026737.81
STU02420,23,Male,EE,Mumbai,5.2,56.3,3,3,47,7.62,0,964920.15
STU02421,24,Female,EE,Pune,3.7,60.4,18,4,87,6.96,0,1111667.15
STU02422,18,Female,ME,Bangalore,8.6,61.5,7,2,46,8.64,0,1063192.8
STU02423,27,Male,CSE,Bangalore,9.7,68.1,4,4,37,9.11,0,1101913.8
STU02424,19,Female,ECE,Hyderabad,8.1,89.8,3,5,37,8.9,0,1080670.29
STU02425,22,Male,AI&DS,Delhi,8.1,98.4,19,5,95,,1,1330355.88
STU02426,26,Female,ME,Delhi,8.7,83.3,12,4,36,9.86,0,1165459.85
STU02427,21,Male,AI&DS,Pune,7.1,60.9,1,2,63,8.34,1,1055579.02
STU02428,23,Male,CSE,Pune,9.7,86.2,2,4,47,9.15,0,1080182.17
STU02429,21,Male,CSE,Delhi,7.8,76.3,12,2,45,8.75,0,991313.05
STU02430,21,Male,ME,Pune,4.7,88.2,20,3,60,8.27,1,1035527.42
STU02431,24,Male,CE,Delhi,3.5,91.8,4,1,38,8.2,0,968417.27
STU02432,28,Female,ECE,Delhi,8.2,90.3,3,1,78,9.63,1,1153439.97
STU02433,23,Female,AI&DS,Bangalore,2.7,80.7,8,2,68,7.88,1,1012242.11
STU02434,26,Male,EE,Hyderabad,4.9,,3,0,69,7.79,1,952456.29
STU02435,25,Female,AI&DS,Delhi,5.3,92.0,10,5,74,9.07,1,1238592.61
STU02436,30,Female,ME,Delhi,5.3,73.9,19,0,51,,0,989112.73
STU02437,25,Male,ECE,Hyderabad,2.5,70.6,12,3,32,7.03,0,852426.18
STU02438,23,Male,CE,Mumbai,4.1,81.0,18,3,89,8.53,1,1196548.39
STU02439,25,Female,AI&DS,Delhi,8.7,65.8,11,0,48,8.1,0,937143.9
STU02440,24,Female,CSE,Raipur,9.7,72.8,6,5,97,9.51,1,1372930.07
STU02441,20,Male,CSE,Bangalore,4.3,,5,1,56,7.03,0,856841.37
STU02442,26,Male,CSE,Raipur,7.3,78.9,5,5,62,9.94,1,1262061.95
STU02443,25,Female,CE,Mumbai,7.1,76.1,6,0,51,8.52,0,957552.77
STU02444,20,Male,ME,Bangalore,2.7,73.6,0,0,87,7.7,1,1032041.32
STU02445,29,Female,CSE,Bangalore,2.4,80.7,13,1,80,7.09,0,947901.02
STU02446,29,Male,ECE,Pune,1.2,97.8,2,0,95,6.64,0,946557.46
STU02447,20,Male,CSE,Bangalore,2.9,52.4,6,3,31,,0,923064.04
STU02448,21,Female,CE,Delhi,7.0,84.1,20,2,55,9.53,0,1110489.4
STU02449,26,Female,CE,Pune,1.3,80.3,13,5,80,7.23,0,1085602.69
STU02450,29,Male,ME,Pune,7.1,50.5,6,0,62,,1,983388.16
STU02451,22,Male,ME,Pune,6.2,,17,2,67,8.32,1,1049728.78
STU02452,22,Male,AI&DS,Hyderabad,2.3,97.3,5,4,30,,0,980371.82
STU02453,30,Male,AI&DS,Delhi,4.7,78.7,13,0,54,7.14,0,916845.73
STU02454,20,Female,ECE,Mumbai,6.9,99.0,1,2,94,9.54,1,1214510.65
STU02455,22,Female,CSE,Raipur,7.7,97.7,9,3,81,8.81,1,1156786.24
STU02456,19,Male,ME,Raipur,2.0,66.5,5,2,70,7.14,0,974740.19
STU02457,21,Male,AI&DS,Hyderabad,1.7,72.3,17,4,32,8.22,0,955587.2
STU02458,25,Female,AI&DS,Mumbai,2.1,77.2,2,2,46,6.85,0,935165.43
STU02459,28,Female,CE,Hyderabad,7.6,79.8,5,0,71,8.87,1,1057862.44
STU02460,19,Male,ME,Mumbai,2.0,59.4,14,4,100,6.85,0,1118864.12
STU02461,23,Female,CSE,Raipur,7.9,84.1,2,3,30,9.19,0,1098090.6
STU02462,23,Male,CE,Delhi,6.9,98.2,5,0,56,8.21,0,995731.99
STU02463,22,Male,AI&DS,Pune,5.1,84.0,2,1,94,8.32,1,1161412.22
STU02464,22,Male,ME,Raipur,4.5,55.3,3,5,61,8.35,1,1133224.5
STU02465,28,Female,ECE,Hyderabad,9.2,66.4,12,0,58,8.17,0,995275.9
STU02466,23,Male,CE,Pune,7.6,98.2,17,4,95,9.3,1,1294196.11
STU02467,24,Female,EE,Mumbai,7.3,52.6,18,0,30,7.83,0,866044.15
STU02468,25,Male,AI&DS,Pune,7.2,82.1,8,2,65,8.12,1,1090901.08
STU02469,20,Female,CSE,Bangalore,4.5,88.6,10,2,59,7.87,0,1001792.46
STU02470,22,Male,ME,Hyderabad,3.2,79.0,16,1,96,7.26,0,1056467.47
STU02471,29,Female,AI&DS,Hyderabad,8.0,98.3,11,4,70,9.49,1,1244832.79
STU02472,19,Male,AI&DS,Pune,4.4,76.3,6,2,34,7.91,0,980324.51
STU02473,25,Male,ME,Hyderabad,9.6,,20,1,70,8.9,1,1111191.86
STU02474,20,Female,ECE,Hyderabad,2.3,59.9,16,2,66,6.29,0,941619.0
STU02475,23,Female,EE,Delhi,7.1,52.2,5,1,41,8.39,0,1015400.53
STU02476,20,Male,ECE,Delhi,5.1,65.7,10,0,66,7.79,1,936787.52
STU02477,22,Female,AI&DS,Pune,5.3,53.7,13,4,72,8.62,1,1164116.01
STU02478,18,Female,CE,Mumbai,9.2,57.4,1,3,44,8.85,0,1022364.29
STU02479,30,Male,ME,Bangalore,5.2,69.6,5,0,100,7.79,1,1115917.15
STU02480,29,Male,CE,Bangalore,7.8,50.7,13,2,33,8.16,0,942322.12
STU02481,21,Female,EE,Mumbai,6.9,81.6,11,3,67,8.46,1,1108545.72
STU02482,23,Female,ME,Hyderabad,8.3,67.0,10,0,46,,0,992824.6
STU02483,27,Male,EE,Bangalore,8.2,65.6,6,1,47,8.49,0,1030982.57
STU02484,24,Female,CE,Raipur,1.3,76.0,7,3,78,7.65,1,1119305.09
STU02485,20,Male,ME,Bangalore,9.5,,1,4,86,8.96,1,1208515.87
STU02486,25,Female,CE,Raipur,1.2,86.1,10,5,43,7.25,0,939581.69
STU02487,25,Male,CE,Bangalore,4.9,73.8,5,0,78,7.19,0,916588.57
STU02488,28,Male,CSE,Pune,8.7,53.6,19,1,78,8.85,1,1127940.03
STU02489,19,Female,ECE,Pune,2.4,96.0,1,0,46,8.14,0,940290.79
STU02490,30,Male,CSE,Pune,1.5,64.3,17,2,92,7.34,0,1066744.78
STU02491,21,Male,EE,Mumbai,2.4,84.6,16,5,33,8.78,0,1124485.07
STU02492,24,Female,AI&DS,Raipur,7.3,68.3,18,2,47,8.88,0,1028475.17
STU02493,28,Female,ME,Delhi,4.8,91.5,8,3,49,8.79,0,1050906.96
STU02494,25,Female,ME,Mumbai,6.0,84.7,15,3,100,9.29,1,1244287.12
STU02495,25,Male,CE,Mumbai,5.2,88.8,1,3,41,7.95,0,995482.17
STU02496,20,Female,EE,Raipur,4.6,53.1,19,1,95,7.84,1,1051862.76
STU02497,25,Male,ECE,Raipur,1.2,67.1,15,0,96,7.35,0,979327.54
STU02498,29,Female,CE,Hyderabad,8.6,82.1,12,2,90,9.84,1,1264922.85
STU02499,21,Female,CSE,Raipur,9.1,94.0,8,1,76,8.89,1,1101508.06
STU02500,27,Female,CSE,Bangalore,6.4,,17,5,63,9.42,1,1219829.95
STU02501,26,Male,ME,Mumbai,8.0,84.3,15,0,76,8.16,1,1028753.84
STU02502,18,Female,ME,Raipur,3.6,61.2,17,4,77,8.1,1,1138710.26
STU02503,28,Female,CSE,Bangalore,1.5,98.7,2,0,30,6.63,0,767298.18
STU02504,20,Male,CSE,Raipur,1.1,52.4,11,5,66,7.18,0,1013747.23
STU02505,18,Female,AI&DS,Delhi,9.9,58.6,15,2,90,8.58,1,1152471.24
STU02506,27,Female,AI&DS,Bangalore,4.8,79.8,14,5,69,8.15,1,1160008.4
STU02507,20,Female,CSE,Delhi,1.5,54.2,9,0,74,6.9,0,895118.92
STU02508,21,Female,ME,Hyderabad,5.1,89.0,19,1,86,8.67,1,1156222.14
STU02509,19,Male,EE,Hyderabad,7.7,95.0,0,4,70,9.17,1,1220282.18
STU02510,22,Female,CE,Pune,6.5,69.5,16,0,65,7.65,1,968227.45
STU02511,20,Male,ECE,Mumbai,3.5,52.3,11,3,62,7.0,0,923680.92
STU02512,23,Female,AI&DS,Raipur,7.9,65.9,14,5,43,8.4,0,1037656.0
STU02513,26,Male,ECE,Mumbai,3.3,83.9,16,4,100,8.37,1,1242289.6
STU02514,27,Male,CSE,Delhi,4.7,75.0,6,0,88,8.03,1,1026255.96
STU02515,20,Male,CE,Hyderabad,6.9,70.9,4,2,93,8.7,1,1138425.57
STU02516,25,Female,CE,Bangalore,9.3,77.4,3,5,48,10.37,0,1283986.52
STU02517,26,Female,AI&DS,Pune,3.5,65.3,0,2,52,7.62,0,1009147.54
STU02518,30,Male,CE,Delhi,8.9,,13,0,88,7.8,1,1021594.9
STU02519,24,Female,ME,Mumbai,5.0,97.1,13,4,94,8.82,1,1249465.93
STU02520,22,Male,AI&DS,Hyderabad,3.5,75.6,14,2,38,7.26,0,845227.14
STU02521,29,Male,AI&DS,Hyderabad,9.9,70.8,0,5,72,10.38,1,1314896.42
STU02522,21,Female,ME,Hyderabad,3.3,94.8,16,4,33,7.7,0,999029.62
STU02523,21,Female,ECE,Bangalore,4.8,89.4,11,3,45,9.11,0,1045790.55
STU02524,20,Female,ECE,Raipur,7.3,62.0,1,3,33,,0,1009128.79
STU02525,24,Male,AI&DS,Bangalore,1.3,85.3,14,5,68,7.37,0,1023885.75
STU02526,30,Male,CSE,Delhi,9.2,53.4,13,5,50,8.77,0,1122256.83
STU02527,28,Male,ME,Pune,1.7,77.2,0,3,99,7.97,1,1165360.07
STU02528,19,Female,CSE,Hyderabad,3.9,94.1,11,4,95,8.19,1,1180333.99
STU02529,18,Female,ME,Hyderabad,2.5,92.7,16,1,73,7.05,0,1001814.16
STU02530,18,Male,AI&DS,Hyderabad,9.2,65.8,19,2,79,9.06,1,1183275.13
STU02531,22,Female,CSE,Bangalore,5.0,51.8,4,0,61,6.61,0,833821.93
STU02532,30,Male,ME,Bangalore,8.8,60.5,5,0,56,9.0,0,1082464.52
STU02533,25,Male,AI&DS,Delhi,5.9,56.8,17,5,73,7.86,1,1087202.51
STU02534,20,Female,ECE,Bangalore,1.1,99.7,15,3,58,8.25,0,1052763.15
STU02535,26,Female,ME,Delhi,3.0,61.1,20,5,74,8.22,1,1180039.23
STU02536,23,Male,EE,Hyderabad,9.0,,20,1,87,8.57,1,1142983.71
STU02537,23,Female,ME,Raipur,7.4,73.5,1,1,89,8.02,1,1097202.84
STU02538,22,Male,CE,Pune,7.4,89.4,1,5,49,9.12,0,1135375.12
STU02539,25,Female,AI&DS,Mumbai,6.8,64.7,3,3,91,9.2,1,1237743.7
STU02540,24,Female,AI&DS,Bangalore,8.8,73.0,16,3,73,8.92,1,1108615.92
STU02541,24,Female,EE,Hyderabad,5.5,61.4,5,5,52,8.55,0,1072055.31
STU02542,25,Female,ECE,Pune,9.3,71.9,0,5,84,10.14,1,1312115.19
STU02543,22,Male,CE,Hyderabad,1.3,70.6,20,4,71,,0,971114.33
STU02544,18,Female,CE,Hyderabad,7.2,62.1,16,3,41,9.08,0,1061992.12
STU02545,18,Female,EE,Delhi,3.9,94.4,2,0,99,8.14,1,1142864.58
STU02546,23,Female,EE,Hyderabad,4.6,51.1,20,5,87,7.91,1,1169949.38
STU02547,24,Female,EE,Raipur,6.9,68.4,18,5,67,8.61,1,1164263.74
STU02548,23,Female,EE,Raipur,3.9,82.4,20,3,47,8.17,0,1032754.13
STU02549,26,Male,ME,Bangalore,3.0,67.2,5,5,70,7.25,0,1100324.04
STU02550,30,Male,CSE,Mumbai,5.8,98.8,5,0,80,8.67,1,1043228.07
STU02551,23,Female,CE,Mumbai,5.4,85.5,10,1,37,8.7,0,936036.02
STU02552,25,Male,ECE,Bangalore,2.8,75.6,17,1,68,8.08,1,994255.28
STU02553,19,Male,EE,Bangalore,8.1,86.9,9,2,31,9.44,0,1015487.25
STU02554,30,Male,EE,Pune,8.1,78.8,2,1,41,9.27,0,1079717.82
STU02555,27,Male,ECE,Mumbai,3.9,78.4,0,2,91,8.02,1,1089888.07
STU02556,22,Female,CE,Bangalore,4.7,54.3,19,0,44,6.79,0,805460.46
STU02557,23,Male,ME,Delhi,5.3,60.1,19,5,85,8.58,1,1255649.38
STU02558,22,Male,ECE,Raipur,8.4,55.8,3,1,33,8.8,0,989924.58
STU02559,19,Male,CE,Pune,3.6,93.0,17,0,50,7.95,0,981078.8
STU02560,28,Male,CSE,Bangalore,4.7,90.5,5,1,44,8.65,0,959769.24
STU02561,21,Female,ME,Raipur,2.7,69.6,17,5,56,7.17,0,1062510.1
STU02562,22,Male,CE,Raipur,9.8,85.6,2,3,40,8.83,0,1066919.46
STU02563,26,Male,EE,Mumbai,8.1,74.0,1,2,33,,0,975617.7
